chr1	100000	chr1	150000	5234
chr1	100000	chr1	200000	4567
chr1	100000	chr1	250000	3891
chr1	100000	chr1	300000	3456
chr1	150000	chr1	200000	6789
chr1	150000	chr1	250000	5432
chr1	150000	chr1	300000	4321
chr1	150000	chr2	100000	2345
chr1	200000	chr1	250000	7654
chr1	200000	chr1	300000	6543
chr1	200000	chr2	150000	3210
chr1	250000	chr1	300000	8765
chr1	250000	chr2	100000	4567
chr1	250000	chr2	200000	3456
chr1	300000	chr2	150000	5678
chr1	300000	chr2	250000	4321
chr2	100000	chr2	150000	6234
chr2	100000	chr2	200000	5432
chr2	100000	chr2	250000	4567
chr2	100000	chr2	300000	3891
chr2	150000	chr2	200000	7123
chr2	150000	chr2	250000	6234
chr2	150000	chr2	300000	5123
chr2	150000	chr3	100000	2891
chr2	200000	chr2	250000	8234
chr2	200000	chr2	300000	7123
chr2	200000	chr3	150000	3567
chr2	250000	chr2	300000	9123
chr2	250000	chr3	100000	4234
chr2	250000	chr3	200000	3678
chr2	300000	chr3	150000	5234
chr2	300000	chr3	250000	4567
chr3	100000	chr3	150000	5891
chr3	100000	chr3	200000	5234
chr3	100000	chr3	250000	4678
chr3	100000	chr3	300000	3891
chr3	150000	chr3	200000	6789
chr3	150000	chr3	250000	5891
chr3	150000	chr3	300000	4789
chr3	150000	chr4	100000	2567
chr3	200000	chr3	250000	7891
chr3	200000	chr3	300000	6789
chr3	200000	chr4	150000	3234
chr3	250000	chr3	300000	8891
chr3	250000	chr4	100000	4123
chr3	250000	chr4	200000	3456
chr3	300000	chr4	150000	5123
chr3	300000	chr4	250000	4234
chr4	100000	chr4	150000	5678
chr4	100000	chr4	200000	4891
chr4	100000	chr4	250000	4234
chr4	100000	chr4	300000	3567
chr4	150000	chr4	200000	6456
chr4	150000	chr4	250000	5678
chr4	150000	chr4	300000	4567
chr4	150000	chr5	100000	2234
chr4	200000	chr4	250000	7567
chr4	200000	chr4	300000	6456
chr4	200000	chr5	150000	3123
chr4	250000	chr4	300000	8567
chr4	250000	chr5	100000	3891
chr4	250000	chr5	200000	3234
chr4	300000	chr5	150000	4891
chr4	300000	chr5	250000	4123
chr5	100000	chr5	150000	5234
chr5	100000	chr5	200000	4567
chr5	100000	chr5	250000	3891
chr5	100000	chr5	300000	3234
chr5	150000	chr5	200000	6123
chr5	150000	chr5	250000	5234
chr5	150000	chr5	300000	4345
chr5	200000	chr5	250000	7234
chr5	200000	chr5	300000	6123
chr5	250000	chr5	300000	8234
chr1	100000	chr3	100000	2678
chr1	150000	chr3	150000	3123
chr1	200000	chr3	200000	2891
chr1	250000	chr3	250000	3456
chr1	300000	chr3	300000	2789
chr1	100000	chr4	100000	2234
chr1	150000	chr4	150000	2678
chr1	200000	chr4	200000	2456
chr1	250000	chr4	250000	2891
chr1	300000	chr4	300000	2345
chr1	100000	chr5	100000	1891
chr1	150000	chr5	150000	2234
chr1	200000	chr5	200000	2123
chr1	250000	chr5	250000	2456
chr1	300000	chr5	300000	1987
chr2	100000	chr4	100000	2567
chr2	150000	chr4	150000	2891
chr2	200000	chr4	200000	2678
chr2	250000	chr4	250000	3123
chr2	300000	chr4	300000	2567
chr2	100000	chr5	100000	2123
chr2	150000	chr5	150000	2456
chr2	200000	chr5	200000	2345
chr2	250000	chr5	250000	2678
chr2	300000	chr5	300000	2234
chr3	100000	chr5	100000	2345
chr3	150000	chr5	150000	2567
chr3	200000	chr5	200000	2456
chr3	250000	chr5	250000	2789
chr3	300000	chr5	300000	2345
chr1	350000	chr1	400000	5123
chr1	350000	chr2	350000	3456
chr1	400000	chr2	400000	4234
chr2	350000	chr2	400000	6234
chr2	350000	chr3	350000	3123
chr2	400000	chr3	400000	3891
chr3	350000	chr3	400000	5891
chr3	350000	chr4	350000	2891
chr3	400000	chr4	400000	3456
chr4	350000	chr4	400000	5456
chr4	350000	chr5	350000	2567
chr4	400000	chr5	400000	3234
chr5	350000	chr5	400000	5123
chr1	450000	chr1	500000	4891
chr1	450000	chr2	450000	3123
chr1	500000	chr2	500000	3891
chr2	450000	chr2	500000	5891
chr2	450000	chr3	450000	2891
chr2	500000	chr3	500000	3456
chr3	450000	chr3	500000	5567
chr3	450000	chr4	450000	2678
chr3	500000	chr4	500000	3123
chr4	450000	chr4	500000	5234
chr4	450000	chr5	450000	2456
chr4	500000	chr5	500000	3012
chr5	450000	chr5	500000	4891
chr1	550000	chr1	600000	4567
chr1	550000	chr2	550000	2891
chr1	600000	chr2	600000	3567
chr2	550000	chr2	600000	5567
chr2	550000	chr3	550000	2678
chr2	600000	chr3	600000	3234
