chr1	100000	chr1	150000	12500
chr1	100000	chr1	200000	8900
chr1	100000	chr1	250000	6700
chr1	100000	chr2	100000	4200
chr1	100000	chr2	150000	3800
chr1	150000	chr1	200000	11200
chr1	150000	chr1	250000	9300
chr1	150000	chr1	300000	7100
chr1	150000	chr2	100000	5400
chr1	150000	chr2	200000	4900
chr1	200000	chr1	250000	10800
chr1	200000	chr1	300000	8600
chr1	200000	chr1	350000	6800
chr1	200000	chr2	150000	5100
chr1	200000	chr2	250000	4600
chr1	250000	chr1	300000	9900
chr1	250000	chr1	350000	7800
chr1	250000	chr1	400000	6200
chr1	250000	chr2	200000	4800
chr1	250000	chr2	300000	4300
chr1	300000	chr1	350000	9200
chr1	300000	chr1	400000	7400
chr1	300000	chr1	450000	5900
chr1	300000	chr2	250000	4500
chr1	300000	chr2	350000	4000
chr1	350000	chr1	400000	8700
chr1	350000	chr1	450000	7000
chr1	350000	chr2	100000	5600
chr1	350000	chr2	300000	4200
chr1	350000	chr2	400000	3900
chr1	400000	chr1	450000	8200
chr1	400000	chr1	500000	6600
chr1	400000	chr2	150000	5300
chr1	400000	chr2	350000	4100
chr1	400000	chr3	100000	3700
chr1	450000	chr1	500000	7900
chr1	450000	chr2	200000	5100
chr1	450000	chr2	400000	3900
chr1	450000	chr3	150000	3500
chr1	500000	chr2	250000	4900
chr1	500000	chr2	450000	3800
chr1	500000	chr3	200000	3400
chr2	100000	chr2	150000	11800
chr2	100000	chr2	200000	9600
chr2	100000	chr2	250000	7500
chr2	100000	chr3	100000	5700
chr2	100000	chr3	150000	4400
chr2	150000	chr2	200000	10900
chr2	150000	chr2	250000	8800
chr2	150000	chr2	300000	7200
chr2	150000	chr3	100000	5500
chr2	150000	chr3	200000	4600
chr2	200000	chr2	250000	10200
chr2	200000	chr2	300000	8400
chr2	200000	chr2	350000	6900
chr2	200000	chr3	150000	5200
chr2	200000	chr3	250000	4500
chr2	250000	chr2	300000	9700
chr2	250000	chr2	350000	8000
chr2	250000	chr2	400000	6600
chr2	250000	chr3	200000	5000
chr2	250000	chr3	300000	4400
chr2	300000	chr2	350000	9100
chr2	300000	chr2	400000	7600
chr2	300000	chr2	450000	6300
chr2	300000	chr3	250000	4900
chr2	300000	chr3	350000	4200
chr2	350000	chr2	400000	8600
chr2	350000	chr2	450000	7200
chr2	350000	chr3	100000	5800
chr2	350000	chr3	300000	4700
chr2	350000	chr4	100000	4000
chr2	400000	chr2	450000	8100
chr2	400000	chr2	500000	6800
chr2	400000	chr3	150000	5600
chr2	400000	chr3	350000	4600
chr2	400000	chr4	150000	3900
chr2	450000	chr2	500000	7700
chr2	450000	chr3	200000	5400
chr2	450000	chr3	400000	4500
chr2	450000	chr4	200000	3800
chr2	500000	chr3	250000	5200
chr2	500000	chr3	450000	4400
chr2	500000	chr4	250000	3700
chr3	100000	chr3	150000	10600
chr3	100000	chr3	200000	8900
chr3	100000	chr3	250000	7300
chr3	100000	chr4	100000	5600
chr3	100000	chr4	150000	4500
chr3	150000	chr3	200000	10100
chr3	150000	chr3	250000	8500
chr3	150000	chr3	300000	7000
chr3	150000	chr4	100000	5400
chr3	150000	chr4	200000	4600
chr3	200000	chr3	250000	9600
chr3	200000	chr3	300000	8100
chr3	200000	chr3	350000	6700
chr3	200000	chr4	150000	5300
chr3	200000	chr4	250000	4500
chr3	250000	chr3	300000	9100
chr3	250000	chr3	350000	7700
chr3	250000	chr3	400000	6400
chr3	250000	chr4	200000	5100
chr3	250000	chr4	300000	4400
chr3	300000	chr3	350000	8600
chr3	300000	chr3	400000	7300
chr3	300000	chr3	450000	6100
chr3	300000	chr4	250000	4900
chr3	300000	chr4	350000	4300
chr3	350000	chr3	400000	8200
chr3	350000	chr3	450000	6900
chr3	350000	chr4	100000	5700
chr3	350000	chr4	300000	4800
chr3	350000	chr5	100000	4100
chr3	400000	chr3	450000	7800
chr3	400000	chr3	500000	6600
chr3	400000	chr4	150000	5500
chr3	400000	chr4	350000	4700
chr3	400000	chr5	150000	4000
chr3	450000	chr3	500000	7400
chr3	450000	chr4	200000	5300
chr3	450000	chr4	400000	4600
chr3	450000	chr5	200000	3900
chr3	500000	chr4	250000	5100
chr3	500000	chr4	450000	4500
chr3	500000	chr5	250000	3800
chr4	100000	chr4	150000	9800
chr4	100000	chr4	200000	8400
chr4	100000	chr4	250000	7000
chr4	100000	chr5	100000	5500
chr4	100000	chr5	150000	4500
chr4	150000	chr4	200000	9300
chr4	150000	chr4	250000	8000
chr4	150000	chr4	300000	6700
chr4	150000	chr5	100000	5300
chr4	150000	chr5	200000	4600
chr4	200000	chr4	250000	8900
chr4	200000	chr4	300000	7600
chr4	200000	chr4	350000	6400
chr4	200000	chr5	150000	5200
chr4	200000	chr5	250000	4500
chr4	250000	chr4	300000	8500
chr4	250000	chr4	350000	7200
chr4	250000	chr4	400000	6100
chr4	250000	chr5	200000	5000
chr4	250000	chr5	300000	4400
chr4	300000	chr4	350000	8100
chr4	300000	chr4	400000	6900
chr4	300000	chr4	450000	5800
chr4	300000	chr5	250000	4900
chr4	300000	chr5	350000	4300
chr4	350000	chr4	400000	7700
chr4	350000	chr4	450000	6600
chr4	350000	chr5	100000	5600
chr4	350000	chr5	300000	4800
chr4	400000	chr4	450000	7300
chr4	400000	chr4	500000	6300
chr4	400000	chr5	150000	5400
chr4	400000	chr5	350000	4700
chr4	450000	chr4	500000	6900
chr4	450000	chr5	200000	5200
chr4	450000	chr5	400000	4600
chr4	500000	chr5	250000	5000
chr4	500000	chr5	450000	4500
chr5	100000	chr5	150000	9100
chr5	100000	chr5	200000	7900
chr5	100000	chr5	250000	6700
chr5	150000	chr5	200000	8700
chr5	150000	chr5	250000	7500
chr5	150000	chr5	300000	6400
chr5	200000	chr5	250000	8300
chr5	200000	chr5	300000	7200
chr5	200000	chr5	350000	6100
chr5	250000	chr5	300000	7900
chr5	250000	chr5	350000	6800
chr5	250000	chr5	400000	5900
chr5	300000	chr5	350000	7500
chr5	300000	chr5	400000	6500
chr5	300000	chr5	450000	5700
chr5	350000	chr5	400000	7100
chr5	350000	chr5	450000	6200
chr5	400000	chr5	450000	6800
chr5	400000	chr5	500000	6000
chr5	450000	chr5	500000	6500
