chr1	100000	chr1	150000	5234
chr1	100000	chr1	200000	4891
chr1	100000	chr1	250000	3567
chr1	100000	chr2	100000	2134
chr1	150000	chr1	200000	6789
chr1	150000	chr1	250000	5432
chr1	150000	chr1	300000	4123
chr1	200000	chr1	250000	7234
chr1	200000	chr1	300000	6543
chr1	200000	chr2	150000	3421
chr1	250000	chr1	300000	8765
chr1	250000	chr2	100000	4532
chr1	300000	chr2	200000	5678
chr1	300000	chr3	100000	2987
chr1	350000	chr1	400000	6234
chr1	350000	chr2	250000	4321
chr1	400000	chr1	450000	7123
chr1	400000	chr3	150000	3654
chr1	450000	chr1	500000	5987
chr1	450000	chr2	300000	4234
chr1	500000	chr2	350000	6123
chr1	500000	chr3	200000	3789
chr2	100000	chr2	150000	5432
chr2	100000	chr2	200000	4765
chr2	100000	chr3	100000	2543
chr2	150000	chr2	200000	6234
chr2	150000	chr2	250000	5123
chr2	150000	chr3	150000	3234
chr2	200000	chr2	250000	7345
chr2	200000	chr2	300000	6432
chr2	200000	chr3	200000	4123
chr2	250000	chr2	300000	8234
chr2	250000	chr3	250000	5234
chr2	300000	chr2	350000	7123
chr2	300000	chr4	100000	3456
chr2	350000	chr2	400000	6543
chr2	350000	chr3	300000	4567
chr2	400000	chr2	450000	7654
chr2	400000	chr4	150000	3678
chr2	450000	chr2	500000	6234
chr2	450000	chr3	350000	4789
chr2	500000	chr3	400000	5432
chr2	500000	chr4	200000	3567
chr3	100000	chr3	150000	5678
chr3	100000	chr3	200000	4987
chr3	100000	chr4	100000	2678
chr3	150000	chr3	200000	6345
chr3	150000	chr3	250000	5234
chr3	150000	chr4	150000	3456
chr3	200000	chr3	250000	7456
chr3	200000	chr3	300000	6567
chr3	200000	chr4	200000	4234
chr3	250000	chr3	300000	8345
chr3	250000	chr4	250000	5345
chr3	300000	chr3	350000	7234
chr3	300000	chr5	100000	3567
chr3	350000	chr3	400000	6678
chr3	350000	chr4	300000	4678
chr3	400000	chr3	450000	7765
chr3	400000	chr5	150000	3789
chr3	450000	chr3	500000	6345
chr3	450000	chr4	350000	4890
chr3	500000	chr4	400000	5543
chr3	500000	chr5	200000	3678
chr4	100000	chr4	150000	5789
chr4	100000	chr4	200000	5098
chr4	100000	chr5	100000	2789
chr4	150000	chr4	200000	6456
chr4	150000	chr4	250000	5345
chr4	150000	chr5	150000	3567
chr4	200000	chr4	250000	7567
chr4	200000	chr4	300000	6678
chr4	200000	chr5	200000	4345
chr4	250000	chr4	300000	8456
chr4	250000	chr5	250000	5456
chr4	300000	chr4	350000	7345
chr4	300000	chr5	300000	4789
chr4	350000	chr4	400000	6789
chr4	350000	chr5	350000	4890
chr4	400000	chr4	450000	7876
chr4	400000	chr5	400000	5123
chr4	450000	chr4	500000	6456
chr4	450000	chr5	450000	4987
chr4	500000	chr5	500000	5654
chr5	100000	chr5	150000	5890
chr5	100000	chr5	200000	5209
chr5	150000	chr5	200000	6567
chr5	150000	chr5	250000	5456
chr5	200000	chr5	250000	7678
chr5	200000	chr5	300000	6789
chr5	250000	chr5	300000	8567
chr5	300000	chr5	350000	7456
chr5	350000	chr5	400000	6890
chr5	400000	chr5	450000	7987
chr5	450000	chr5	500000	6567
chr1	100000	chr3	250000	3234
chr1	150000	chr4	100000	2876
chr1	200000	chr5	150000	2543
chr1	250000	chr3	300000	3456
chr1	300000	chr4	200000	2987
chr1	350000	chr5	250000	2678
chr1	400000	chr2	400000	3765
chr1	450000	chr3	450000	3234
chr1	500000	chr4	500000	2890
chr2	100000	chr4	250000	2765
chr2	150000	chr5	100000	2456
chr2	200000	chr1	350000	3123
chr2	250000	chr4	300000	2987
chr2	300000	chr5	200000	2678
chr2	350000	chr1	450000	3234
chr2	400000	chr3	400000	3567
chr2	450000	chr5	300000	2765
chr2	500000	chr1	500000	3123
chr3	100000	chr2	350000	2890
chr3	150000	chr5	250000	2567
chr3	200000	chr1	400000	2987
chr3	250000	chr2	450000	2765
chr3	300000	chr1	450000	2543
chr3	350000	chr5	350000	2678
chr3	400000	chr2	500000	2890
chr3	450000	chr1	500000	2567
chr3	500000	chr2	100000	2765
chr4	100000	chr3	350000	2890
chr4	150000	chr1	350000	2678
chr4	200000	chr2	400000	2876
chr4	250000	chr3	450000	2765
chr4	300000	chr1	400000	2543
chr4	350000	chr2	450000	2678
chr4	400000	chr3	500000	2890
chr4	450000	chr1	450000	2567
chr4	500000	chr2	500000	2765
chr5	100000	chr3	300000	2890
chr5	150000	chr4	350000	2678
chr5	200000	chr1	300000	2543
chr5	250000	chr2	350000	2765
chr5	300000	chr3	350000	2678
chr5	350000	chr4	400000	2543
chr5	400000	chr1	350000	2678
chr5	450000	chr2	400000	2543
chr5	500000	chr3	400000	2678
chr1	200000	chr4	100000	2345
chr1	300000	chr5	100000	2234
chr2	200000	chr5	250000	2456
chr2	300000	chr1	300000	2345
chr3	200000	chr2	300000	2456
chr3	300000	chr4	150000	2234
chr4	200000	chr3	250000	2345
chr4	300000	chr2	250000	2456
chr5	200000	chr4	250000	2345
chr5	300000	chr1	250000	2234
chr1	150000	chr5	300000	2123
chr2	150000	chr4	200000	2234
chr3	150000	chr1	250000	2123
chr4	150000	chr2	200000	2234
chr5	150000	chr3	200000	2123
chr1	250000	chr5	350000	2012
chr2	250000	chr1	200000	2123
chr3	250000	chr5	300000	2012
chr4	250000	chr1	300000	2123
chr5	250000	chr4	450000	2012
chr1	350000	chr3	200000	1987
chr2	350000	chr5	400000	2098
chr3	350000	chr2	250000	1987
chr4	350000	chr3	300000	2098
chr5	350000	chr1	200000	1987
