chr1	1000	5500
chr1	5500	12300
chr1	12300	18900
chr1	18900	25600
chr1	25600	32100
chr1	32100	38800
chr1	38800	45200
chr1	45200	52000
chr1	52000	58700
chr1	58700	65400
chr1	65400	72100
chr1	72100	78900
chr1	78900	85600
chr1	85600	92300
chr1	92300	99000
chr1	150000	156700
chr1	156700	163400
chr1	163400	170100
chr1	170100	176800
chr1	176800	183500
chr1	250000	256500
chr1	256500	263000
chr1	263000	269500
chr1	269500	276000
chr1	350000	356800
chr1	356800	363600
chr1	363600	370400
chr1	370400	377200
chr1	450000	456900
chr1	456900	463800
chr1	463800	470700
chr1	550000	557100
chr1	557100	564200
chr1	564200	571300
chr1	650000	656400
chr1	656400	662800
chr1	750000	756700
chr1	756700	763400
chr1	850000	857200
chr1	857200	864400
chr2	800	7200
chr2	7200	13800
chr2	13800	20400
chr2	20400	27000
chr2	27000	33600
chr2	33600	40200
chr2	40200	46800
chr2	46800	53400
chr2	53400	60000
chr2	60000	66600
chr2	66600	73200
chr2	73200	79800
chr2	79800	86400
chr2	86400	93000
chr2	150000	157300
chr2	157300	164600
chr2	164600	171900
chr2	171900	179200
chr2	250000	257800
chr2	257800	265600
chr2	265600	273400
chr2	350000	357500
chr2	357500	365000
chr2	365000	372500
chr2	450000	458200
chr2	458200	466400
chr2	550000	558900
chr2	558900	567800
chr2	650000	658600
chr2	658600	667200
chr3	2000	8500
chr3	8500	15000
chr3	15000	21500
chr3	21500	28000
chr3	28000	34500
chr3	34500	41000
chr3	41000	47500
chr3	47500	54000
chr3	54000	60500
chr3	60500	67000
chr3	67000	73500
chr3	73500	80000
chr3	80000	86500
chr3	86500	93000
chr3	93000	99500
chr3	150000	158200
chr3	158200	166400
chr3	166400	174600
chr3	250000	258900
chr3	258900	267800
chr3	267800	276700
chr3	350000	359100
chr3	359100	368200
chr3	450000	459400
chr3	459400	468800
chr3	550000	559800
chr3	650000	660200
chr4	1500	9000
chr4	9000	16500
chr4	16500	24000
chr4	24000	31500
chr4	31500	39000
chr4	39000	46500
chr4	46500	54000
chr4	54000	61500
chr4	61500	69000
chr4	69000	76500
chr4	76500	84000
chr4	84000	91500
chr4	150000	159200
chr4	159200	168400
chr4	250000	259800
chr4	259800	269600
chr4	350000	360500
chr4	450000	461200
chr4	550000	561800
chr5	3000	10800
chr5	10800	18600
chr5	18600	26400
chr5	26400	34200
chr5	34200	42000
chr5	42000	49800
chr5	49800	57600
chr5	57600	65400
chr5	65400	73200
chr5	73200	81000
chr5	81000	88800
chr5	150000	159500
chr5	159500	169000
chr5	250000	260700
chr5	350000	361400
chr5	450000	462100
chr6	2500	11000
chr6	11000	19500
chr6	19500	28000
chr6	28000	36500
chr6	36500	45000
chr6	45000	53500
chr6	53500	62000
chr6	62000	70500
chr6	70500	79000
chr6	150000	160300
chr6	250000	261500
chr6	350000	362800
