1000000	1000200	12
1000200	1000400	15
1000400	1000600	89
1000600	1000800	95
1000800	1001000	102
1001000	1001200	98
1001200	1001400	105
1001400	1001600	91
1001600	1001800	23
1001800	1002000	18
1002000	1002200	14
1002200	1002400	19
1002400	1002600	11
1002600	1002800	16
1002800	1003000	13
1003000	1003200	22
1003200	1003400	17
1003400	1003600	21
1003600	1003800	15
1003800	1004000	19
1004000	1004200	78
1004200	1004400	82
1004400	1004600	88
1004600	1004800	94
1004800	1005000	87
1005000	1005200	92
1005200	1005400	18
1005400	1005600	14
1005600	1005800	11
1005800	1006000	16
1006000	1006200	13
1006200	1006400	20
1006400	1006600	15
1006600	1006800	12
1006800	1007000	17
1007000	1007200	14
1007200	1007400	19
1007400	1007600	22
1007600	1007800	16
1007800	1008000	13
1008000	1008200	42
1008200	1008400	48
1008400	1008600	55
1008600	1008800	51
1008800	1009000	47
1009000	1009200	53
1009200	1009400	49
1009400	1009600	18
1009600	1009800	15
1009800	1010000	12
1010000	1010200	14
1010200	1010400	17
1010400	1010600	11
1010600	1010800	19
1010800	1011000	16
1011000	1011200	13
1011200	1011400	21
1011400	1011600	18
1011600	1011800	14
1011800	1012000	12
1012000	1012200	95
1012200	1012400	102
1012400	1012600	108
1012600	1012800	115
1012800	1013000	112
1013000	1013200	106
1013200	1013400	99
1013400	1013600	103
1013600	1013800	97
1013800	1014000	21
1014000	1014200	17
1014200	1014400	14
1014400	1014600	19
1014600	1014800	16
1014800	1015000	13
1015000	1015200	15
1015200	1015400	18
1015400	1015600	22
1015600	1015800	14
1015800	1016000	11
1016000	1016200	16
1016200	1016400	19
1016400	1016600	13
1016600	1016800	17
1016800	1017000	12
1017000	1017200	15
1017200	1017400	20
1017400	1017600	14
1017600	1017800	18
1017800	1018000	11
1018000	1018200	67
1018200	1018400	73
1018400	1018600	69
1018600	1018800	75
1018800	1019000	71
1019000	1019200	78
1019200	1019400	16
1019400	1019600	13
1019600	1019800	19
1019800	1020000	15
1020000	1020200	12
1020200	1020400	17
1020400	1020600	14
1020600	1020800	11
1020800	1021000	18
1021000	1021200	15
1021200	1021400	13
1021400	1021600	19
1021600	1021800	16
1021800	1022000	12
1022000	1022200	85
1022200	1022400	91
1022400	1022600	88
1022600	1022800	94
1022800	1023000	97
1023000	1023200	90
1023200	1023400	86
1023400	1023600	92
1023600	1023800	19
1023800	1024000	15
1024000	1024200	12
1024200	1024400	17
1024400	1024600	14
1024600	1024800	11
1024800	1025000	16
1025000	1025200	13
1025200	1025400	18
1025400	1025600	15
1025600	1025800	12
1025800	1026000	19
1026000	1026200	14
1026200	1026400	17
1026400	1026600	11
1026600	1026800	15
1026800	1027000	13
1027000	1027200	52
1027200	1027400	58
1027400	1027600	55
1027600	1027800	61
1027800	1028000	57
1028000	1028200	54
1028200	1028400	16
1028400	1028600	13
1028600	1028800	19
1028800	1029000	15
1029000	1029200	12
1029200	1029400	17
1029400	1029600	14
1029600	1029800	11
1029800	1030000	18
1030000	1030200	110
1030200	1030400	118
1030400	1030600	115
1030600	1030800	122
1030800	1031000	119
1031000	1031200	113
1031200	1031400	107
1031400	1031600	15
1031600	1031800	12
1031800	1032000	18
1032000	1032200	14
1032200	1032400	11
1032400	1032600	16
1032600	1032800	13
1032800	1033000	19
1033000	1033200	15
1033200	1033400	12
1033400	1033600	17
1033600	1033800	14
1033800	1034000	11
1034000	1034200	72
1034200	1034400	78
1034400	1034600	75
1034600	1034800	81
1034800	1035000	77
1035000	1035200	74
1035200	1035400	18
1035400	1035600	15
1035600	1035800	12
1035800	1036000	19
1036000	1036200	16
1036200	1036400	13
1036400	1036600	17
1036600	1036800	14
1036800	1037000	11
1037000	1037200	15
1037200	1037400	18
1037400	1037600	13
1037600	1037800	16
1037800	1038000	12
1038000	1038200	89
1038200	1038400	95
1038400	1038600	92
1038600	1038800	98
1038800	1039000	94
1039000	1039200	91
1039200	1039400	87
1039400	1039600	17
1039600	1039800	14
1039800	1040000	11
