1000000	1000200	18
1000200	1000400	22
1000400	1000600	16
1000600	1000800	24
1000800	1001000	20
1001000	1001200	19
1001200	1001400	23
1001400	1001600	17
1001600	1001800	21
1001800	1002000	25
1002000	1002200	18
1002200	1002400	22
1002400	1002600	20
1002600	1002800	16
1002800	1003000	24
1003000	1003200	19
1003200	1003400	23
1003400	1003600	21
1003600	1003800	17
1003800	1004000	26
1004000	1004200	20
1004200	1004400	18
1004400	1004600	22
1004600	1004800	24
1004800	1005000	19
1005000	1005200	21
1005200	1005400	23
1005400	1005600	17
1005600	1005800	25
1005800	1006000	20
1006000	1006200	18
1006200	1006400	22
1006400	1006600	16
1006600	1006800	24
1006800	1007000	21
1007000	1007200	19
1007200	1007400	23
1007400	1007600	17
1007600	1007800	20
1007800	1008000	26
1008000	1008200	18
1008200	1008400	22
1008400	1008600	24
1008600	1008800	19
1008800	1009000	21
1009000	1009200	16
1009200	1009400	23
1009400	1009600	20
1009600	1009800	17
1009800	1010000	25
1010000	1010200	19
1010200	1010400	22
1010400	1010600	18
1010600	1010800	24
1010800	1011000	21
1011000	1011200	16
1011200	1011400	23
1011400	1011600	20
1011600	1011800	17
1011800	1012000	26
1012000	1012200	19
1012200	1012400	22
1012400	1012600	18
1012600	1012800	24
1012800	1013000	21
1013000	1013200	17
1013200	1013400	23
1013400	1013600	20
1013600	1013800	16
1013800	1014000	25
1014000	1014200	19
1014200	1014400	22
1014400	1014600	18
1014600	1014800	24
1014800	1015000	21
1015000	1015200	17
1015200	1015400	23
1015400	1015600	20
1015600	1015800	26
1015800	1016000	19
1016000	1016200	16
1016200	1016400	22
1016400	1016600	18
1016600	1016800	24
1016800	1017000	21
1017000	1017200	17
1017200	1017400	23
1017400	1017600	20
1017600	1017800	25
1017800	1018000	19
1018000	1018200	16
1018200	1018400	22
1018400	1018600	18
1018600	1018800	24
1018800	1019000	21
1019000	1019200	17
1019200	1019400	23
1019400	1019600	20
1019600	1019800	26
1019800	1020000	19
1020000	1020200	16
1020200	1020400	22
1020400	1020600	18
1020600	1020800	24
1020800	1021000	21
1021000	1021200	17
1021200	1021400	23
1021400	1021600	20
1021600	1021800	25
1021800	1022000	19
1022000	1022200	16
1022200	1022400	22
1022400	1022600	18
1022600	1022800	24
1022800	1023000	21
1023000	1023200	17
1023200	1023400	23
1023400	1023600	20
1023600	1023800	26
1023800	1024000	19
1024000	1024200	16
1024200	1024400	22
1024400	1024600	18
1024600	1024800	24
1024800	1025000	21
1025000	1025200	17
1025200	1025400	23
1025400	1025600	20
1025600	1025800	25
1025800	1026000	19
1026000	1026200	16
1026200	1026400	22
1026400	1026600	18
1026600	1026800	24
1026800	1027000	21
1027000	1027200	17
1027200	1027400	23
1027400	1027600	20
1027600	1027800	26
1027800	1028000	19
1028000	1028200	16
1028200	1028400	22
1028400	1028600	18
1028600	1028800	24
1028800	1029000	21
1029000	1029200	17
1029200	1029400	23
1029400	1029600	20
1029600	1029800	25
1029800	1030000	19
1030000	1030200	16
1030200	1030400	22
1030400	1030600	18
1030600	1030800	24
1030800	1031000	21
1031000	1031200	17
1031200	1031400	23
1031400	1031600	20
1031600	1031800	26
1031800	1032000	19
1032000	1032200	16
1032200	1032400	22
1032400	1032600	18
1032600	1032800	24
1032800	1033000	21
1033000	1033200	17
1033200	1033400	23
1033400	1033600	20
1033600	1033800	25
1033800	1034000	19
1034000	1034200	16
1034200	1034400	22
1034400	1034600	18
1034600	1034800	24
1034800	1035000	21
1035000	1035200	17
1035200	1035400	23
1035400	1035600	20
1035600	1035800	26
1035800	1036000	19
1036000	1036200	16
1036200	1036400	22
1036400	1036600	18
1036600	1036800	24
1036800	1037000	21
1037000	1037200	17
1037200	1037400	23
1037400	1037600	20
1037600	1037800	25
1037800	1038000	19
1038000	1038200	16
1038200	1038400	22
1038400	1038600	18
1038600	1038800	24
1038800	1039000	21
1039000	1039200	17
1039200	1039400	23
1039400	1039600	20
1039600	1039800	26
1039800	1040000	19
