1000000	1000200	18
1000200	1000400	22
1000400	1000600	16
1000600	1000800	20
1000800	1001000	19
1001000	1001200	23
1001200	1001400	17
1001400	1001600	21
1001600	1001800	15
1001800	1002000	24
1002000	1002200	19
1002200	1002400	22
1002400	1002600	18
1002600	1002800	20
1002800	1003000	16
1003000	1003200	25
1003200	1003400	21
1003400	1003600	19
1003600	1003800	23
1003800	1004000	17
1004000	1004200	20
1004200	1004400	22
1004400	1004600	18
1004600	1004800	24
1004800	1005000	16
1005000	1005200	19
1005200	1005400	21
1005400	1005600	23
1005600	1005800	17
1005800	1006000	20
1006000	1006200	15
1006200	1006400	22
1006400	1006600	19
1006600	1006800	24
1006800	1007000	18
1007000	1007200	21
1007200	1007400	16
1007400	1007600	23
1007600	1007800	20
1007800	1008000	19
1008000	1008200	17
1008200	1008400	25
1008400	1008600	21
1008600	1008800	18
1008800	1009000	22
1009000	1009200	16
1009200	1009400	20
1009400	1009600	24
1009600	1009800	19
1009800	1010000	23
1010000	1010200	17
1010200	1010400	21
1010400	1010600	18
1010600	1010800	22
1010800	1011000	20
1011000	1011200	16
1011200	1011400	24
1011400	1011600	19
1011600	1011800	21
1011800	1012000	23
1012000	1012200	17
1012200	1012400	20
1012400	1012600	18
1012600	1012800	22
1012800	1013000	25
1013000	1013200	19
1013200	1013400	21
1013400	1013600	16
1013600	1013800	23
1013800	1014000	20
1014000	1014200	18
1014200	1014400	24
1014400	1014600	17
1014600	1014800	22
1014800	1015000	19
1015000	1015200	21
1015200	1015400	16
1015400	1015600	20
1015600	1015800	23
1015800	1016000	18
1016000	1016200	22
1016200	1016400	17
1016400	1016600	24
1016600	1016800	20
1016800	1017000	19
1017000	1017200	21
1017200	1017400	16
1017400	1017600	23
1017600	1017800	18
1017800	1018000	25
1018000	1018200	20
1018200	1018400	22
1018400	1018600	17
1018600	1018800	19
1018800	1019000	21
1019000	1019200	24
1019200	1019400	18
1019400	1019600	20
1019600	1019800	16
1019800	1020000	23
1020000	1020200	19
1020200	1020400	22
1020400	1020600	17
1020600	1020800	21
1020800	1021000	18
1021000	1021200	24
1021200	1021400	20
1021400	1021600	16
1021600	1021800	23
1021800	1022000	19
1022000	1022200	22
1022200	1022400	17
1022400	1022600	21
1022600	1022800	20
1022800	1023000	18
1023000	1023200	24
1023200	1023400	16
1023400	1023600	22
1023600	1023800	19
1023800	1024000	21
1024000	1024200	17
1024200	1024400	23
1024400	1024600	20
1024600	1024800	18
1024800	1025000	22
1025000	1025200	16
1025200	1025400	24
1025400	1025600	19
1025600	1025800	21
1025800	1026000	17
1026000	1026200	23
1026200	1026400	20
1026400	1026600	18
1026600	1026800	22
1026800	1027000	16
1027000	1027200	25
1027200	1027400	21
1027400	1027600	19
1027600	1027800	23
1027800	1028000	17
1028000	1028200	20
1028200	1028400	18
1028400	1028600	24
1028600	1028800	22
1028800	1029000	16
1029000	1029200	21
1029200	1029400	19
1029400	1029600	23
1029600	1029800	17
1029800	1030000	20
1030000	1030200	22
1030200	1030400	18
1030400	1030600	24
1030600	1030800	16
1030800	1031000	21
1031000	1031200	19
1031200	1031400	23
1031400	1031600	17
1031600	1031800	20
1031800	1032000	22
1032000	1032200	18
1032200	1032400	25
1032400	1032600	21
1032600	1032800	16
1032800	1033000	24
1033000	1033200	19
1033200	1033400	23
1033400	1033600	17
1033600	1033800	20
1033800	1034000	22
1034000	1034200	18
1034200	1034400	21
1034400	1034600	16
1034600	1034800	24
1034800	1035000	19
1035000	1035200	23
1035200	1035400	17
1035400	1035600	22
1035600	1035800	20
1035800	1036000	18
1036000	1036200	25
1036200	1036400	21
1036400	1036600	16
1036600	1036800	23
1036800	1037000	19
1037000	1037200	22
1037200	1037400	17
1037400	1037600	20
1037600	1037800	24
1037800	1038000	18
1038000	1038200	21
1038200	1038400	16
1038400	1038600	23
1038600	1038800	19
1038800	1039000	22
1039000	1039200	17
1039200	1039400	20
1039400	1039600	25
1039600	1039800	18
1039800	1040000	21
