chr1	10000	15000	chr1	25000	30000	2.1
chr1	50000	55000	chr1	65000	70000	1.8
chr1	100000	105000	chr1	115000	120000	2.3
chr1	200000	205000	chr1	212000	217000	1.9
chr1	300000	305000	chr1	318000	323000	2.4
chr1	400000	405000	chr1	410000	415000	1.7
chr1	500000	505000	chr1	515000	520000	2.0
chr1	600000	605000	chr1	612000	617000	1.6
chr1	700000	705000	chr1	714000	719000	2.2
chr1	800000	805000	chr1	816000	821000	1.9
chr1	900000	905000	chr1	918000	923000	2.5
chr1	1000000	1005000	chr1	1012000	1017000	1.8
chr1	1100000	1105000	chr1	1115000	1120000	2.1
chr1	1200000	1205000	chr1	1218000	1223000	2.3
chr1	1300000	1305000	chr1	1310000	1315000	1.7
chr1	1400000	1405000	chr1	1417000	1422000	2.0
chr1	1500000	1505000	chr1	1512000	1517000	1.9
chr1	1600000	1605000	chr1	1618000	1623000	2.4
chr1	5000000	5005000	chr1	5050000	5055000	3.2
chr1	5100000	5105000	chr1	5148000	5153000	3.5
chr1	5200000	5205000	chr1	5252000	5257000	3.1
chr1	5300000	5305000	chr1	5349000	5354000	3.4
chr1	5400000	5405000	chr1	5450000	5455000	3.3
chr1	5500000	5505000	chr1	5551000	5556000	3.6
chr1	5600000	5605000	chr1	5647000	5652000	3.2
chr1	5700000	5705000	chr1	5752000	5757000	3.7
chr1	5800000	5805000	chr1	5850000	5855000	3.4
chr1	5900000	5905000	chr1	5948000	5953000	3.1
chr1	6000000	6005000	chr1	6051000	6056000	3.5
chr1	10000000	10005000	chr1	13000000	13005000	2.8
chr1	15000000	15005000	chr1	18500000	18505000	2.6
chr1	20000000	20005000	chr1	23000000	23005000	2.9
chr1	25000000	25005000	chr1	28200000	28205000	2.7
chr1	30000000	30005000	chr1	33500000	33505000	3.0
chr1	35000000	35005000	chr1	37800000	37805000	2.5
chr2	1000000	1005000	chr2	1080000	1085000	3.8
chr2	2000000	2005000	chr2	2120000	2125000	3.6
chr2	3000000	3005000	chr2	3200000	3205000	3.9
chr2	4000000	4005000	chr2	4300000	4305000	3.7
chr2	5000000	5005000	chr2	5400000	5405000	4.0
chr2	6000000	6005000	chr2	6250000	6255000	3.5
chr2	7000000	7005000	chr2	7350000	7355000	3.8
chr2	8000000	8005000	chr2	8500000	8505000	3.6
chr2	9000000	9005000	chr2	9600000	9605000	3.9
chr2	10000000	10005000	chr2	10800000	10805000	3.7
chr3	1000000	1005000	chr3	1150000	1155000	4.1
chr3	2000000	2005000	chr3	2300000	2305000	4.3
chr3	3000000	3005000	chr3	3450000	3455000	4.0
chr3	4000000	4005000	chr3	4600000	4605000	4.2
chr3	5000000	5005000	chr3	5750000	5755000	4.4
chr3	6000000	6005000	chr3	6900000	6905000	4.1
chr3	7000000	7005000	chr3	8050000	8055000	4.3
chr3	8000000	8005000	chr3	9200000	9205000	4.5
chr3	9000000	9005000	chr3	10350000	10355000	4.2
chr3	10000000	10005000	chr3	11500000	11505000	4.0
chr4	1000000	1005000	chr4	1100000	1105000	3.2
chr4	2000000	2005000	chr4	2250000	2255000	3.4
chr4	3000000	3005000	chr4	3400000	3405000	3.1
chr4	4000000	4005000	chr4	4550000	4555000	3.3
chr4	5000000	5005000	chr4	5700000	5705000	3.5
chr4	6000000	6005000	chr4	6850000	6855000	3.2
chr4	7000000	7005000	chr4	8000000	8005000	3.6
chr4	8000000	8005000	chr4	9150000	9155000	3.4
chr5	1000000	1005000	chr5	1200000	1205000	2.8
chr5	2000000	2005000	chr5	2350000	2355000	3.0
chr5	3000000	3005000	chr5	3500000	3505000	2.9
chr5	4000000	4005000	chr5	4650000	4655000	3.1
chr5	5000000	5005000	chr5	5800000	5805000	2.7
chr5	6000000	6005000	chr5	6950000	6955000	3.2
chr5	7000000	7005000	chr5	8100000	8105000	2.8
chr1	50000000	50005000	chr1	52500000	52505000	2.4
chr1	55000000	55005000	chr1	58000000	58005000	2.6
chr1	60000000	60005000	chr1	63500000	63505000	2.5
chr1	65000000	65005000	chr1	69000000	69005000	2.7
chr1	70000000	70005000	chr1	74500000	74505000	2.8
chr1	75000000	75005000	chr1	80000000	80005000	2.9
chr1	85000000	85005000	chr1	90500000	90505000	3.0
chr1	95000000	95005000	chr1	101000000	101005000	3.1
chr2	20000000	20005000	chr2	24000000	24005000	3.3
chr2	25000000	25005000	chr2	29500000	29505000	3.4
chr2	30000000	30005000	chr2	35000000	35005000	3.5
chr2	40000000	40005000	chr2	45500000	45505000	3.6
chr2	50000000	50005000	chr2	56000000	56005000	3.7
chr3	20000000	20005000	chr3	25500000	25505000	3.8
chr3	30000000	30005000	chr3	36000000	36005000	3.9
chr3	40000000	40005000	chr3	46500000	46505000	4.0
chr3	50000000	50005000	chr3	57000000	57005000	4.1
chr1	100000000	100005000	chr1	105000000	105005000	3.2
chr1	110000000	110005000	chr1	116000000	116005000	3.3
chr1	120000000	120005000	chr1	127000000	127005000	3.4
chr2	60000000	60005000	chr2	67000000	67005000	3.5
chr2	70000000	70005000	chr2	78000000	78005000	3.6
chr3	60000000	60005000	chr3	69000000	69005000	3.7
chr4	10000000	10005000	chr4	18000000	18005000	3.8
chr4	20000000	20005000	chr4	29000000	29005000	3.9
chr5	10000000	10005000	chr5	19000000	19005000	4.0
chr5	20000000	20005000	chr5	30000000	30005000	4.1
chr1	10000000	10005000	chr2	20000000	20005000	2.5
chr1	30000000	30005000	chr3	40000000	40005000	2.7
chr2	15000000	15005000	chr3	25000000	25005000	2.8
chr2	35000000	35005000	chr4	45000000	45005000	2.9
